"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"4/22/2024","4/22/2024","4/23/2024","FDX","FDX 4/26/2024 Call $270.00","STC","8","$4.05","$3,239.71"
"4/19/2024","4/19/2024","4/22/2024","AAPL","Option Expiration for AAPL 4/19/2024 Call $185.00","OEXP","1S","",""
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/26/2024 Call $270.00","BTO","24","$2.15","($5,160.72)"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","10","$0.60","$599.66"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","11","$0.61","$670.63"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","11","$0.60","$659.63"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","1","$0.60","$59.95"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","1","$0.60","$59.95"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","15","$0.60","$899.50"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","11","$0.61","$670.63"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","20","$0.60","$1,199.33"
"4/19/2024","4/19/2024","4/22/2024","FDX","FDX 4/19/2024 Call $267.50","STC","20","$0.60","$1,199.33"
"4/18/2024","4/18/2024","4/19/2024","FDX","FDX 4/19/2024 Call $267.50","BTO","100","$0.43","($4,303.00)"
"4/18/2024","4/18/2024","4/19/2024","","ACH Deposit","ACH","","","$1,200.00"
"4/18/2024","4/18/2024","4/19/2024","ADP","ADP 4/19/2024 Call $247.50","STC","50","$0.15","$748.35"
"4/18/2024","4/18/2024","4/19/2024","ADP","ADP 4/19/2024 Call $247.50","STC","10","$0.20","$199.66"
"4/18/2024","4/18/2024","4/19/2024","ADP","ADP 4/19/2024 Call $247.50","STC","10","$0.20","$199.66"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","BTO","10","$0.35","($350.30)"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","BTO","10","$0.35","($350.30)"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","BTO","50","$0.35","($1,751.50)"
"4/17/2024","4/17/2024","4/18/2024","","ACH Deposit","ACH","","","$2.00"
"4/17/2024","4/17/2024","4/18/2024","","ACH Deposit","ACH","","","$500.00"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","STC","4","$8.20","$3,279.84"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","BTO","4","$10.30","($4,120.12)"
"4/17/2024","4/17/2024","4/18/2024","","ACH Deposit","ACH","","","$1,000.00"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","STC","4","$8.60","$3,439.84"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","BTO","4","$10.00","($4,000.12)"
"4/17/2024","4/17/2024","4/18/2024","","ACH Deposit","ACH","","","$20.00"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","STC","4","$9.00","$3,599.84"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","BTO","4","$10.00","($4,000.12)"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","STC","25","$0.45","$1,124.17"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","STC","15","$0.45","$674.50"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","BTO","24","$0.80","($1,920.72)"
"4/17/2024","4/17/2024","4/18/2024","ADP","ADP 4/19/2024 Call $247.50","BTO","16","$0.80","($1,280.48)"
"4/17/2024","4/17/2024","4/18/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","STC","2","$15.00","$2,999.90"
"4/16/2024","4/16/2024","4/17/2024","SMCI","SMCI 4/19/2024 Call $1,040.00","BTO","2","$14.50","($2,900.06)"
"4/16/2024","4/16/2024","4/17/2024","SMCI","SMCI 4/19/2024 Call $1,000.00","STC","2","$24.00","$4,799.89"
"4/16/2024","4/16/2024","4/17/2024","SMCI","SMCI 4/19/2024 Call $1,000.00","BTO","2","$20.00","($4,000.06)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Call $185.00","BTO","1","$0.03","($3.03)"
"4/16/2024","4/16/2024","4/17/2024","","ACH Deposit","ACH","","","$3,000.00"
"4/16/2024","4/16/2024","4/17/2024","FDX","FDX 4/19/2024 Call $272.50","STC","32","$0.40","$1,278.93"
"4/15/2024","4/15/2024","4/16/2024","FDX","FDX 4/19/2024 Call $272.50","BTO","32","$0.94","($3,008.96)"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","STC","19","$0.60","$1,139.37"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","STC","1","$0.60","$59.95"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","BTO","3","$1.15","($345.09)"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","BTO","3","$1.15","($345.09)"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","BTO","8","$1.15","($920.24)"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","BTO","5","$1.10","($550.15)"
"4/15/2024","4/15/2024","4/16/2024","NOC","NOC 4/19/2024 Call $475.00","BTO","1","$1.10","($110.03)"
"4/15/2024","4/15/2024","4/15/2024","","External debit card transfer - account ending in 5329","DCF","","","$1,000.00"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","1","$0.16","$15.95"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","33","$0.16","$526.91"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","4","$0.16","$63.86"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","6","$0.16","$95.79"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","27","$0.16","$431.10"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","3","$0.16","$47.89"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","5","$0.16","$79.83"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","5","$0.16","$79.83"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","4","$0.16","$63.86"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","8","$0.16","$127.73"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","3","$0.16","$47.89"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","1","$0.16","$15.95"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","BTO","1","$0.19","($19.03)"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","STC","1","$0.17","$16.95"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","BTO","5","$0.25","($125.15)"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","BTO","5","$0.25","($125.15)"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","BTO","82","$0.25","($2,052.46)"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","BTO","7","$0.24","($168.21)"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $135.00","BTO","1","$0.24","($24.03)"
"4/15/2024","4/15/2024","4/16/2024","","ACH Deposit","ACH","","","$1,000.00"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $140.00","STC","136","$0.04","$539.53"
"4/15/2024","4/15/2024","4/16/2024","ALB","ALB 4/19/2024 Call $140.00","STC","14","$0.05","$69.53"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","20","$0.19","($380.60)"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","19","$0.19","($361.57)"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","1","$0.19","($19.03)"
"4/12/2024","4/12/2024","4/15/2024","","ACH Deposit","ACH","","","$5,000.00"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","10","$0.24","($240.30)"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","30","$0.40","($1,200.90)"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","20","$0.58","($1,160.60)"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","50","$0.57","($2,851.50)"
"4/12/2024","4/12/2024","4/15/2024","ALB","ALB 4/19/2024 Call $140.00","STC","50","$0.70","$3,498.33"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","37","$0.86","($3,183.11)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","1","$0.86","($86.03)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","6","$0.85","($510.18)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","6","$0.85","($510.18)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/19/2024 Call $140.00","STC","50","$0.73","$3,648.33"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/19/2024 Call $140.00","BTO","50","$0.57","($2,851.50)"
"4/11/2024","4/11/2024","4/12/2024","","ACH Deposit","ACH","","","$1,500.00"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","STC","25","$0.08","$199.17"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","STC","21","$0.08","$167.30"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","STC","154","$0.08","$1,226.94"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","50","$0.15","($751.50)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","30","$0.20","($600.90)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","42","$0.20","($841.26)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","76","$0.20","($1,522.28)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","1","$0.20","($20.03)"
"4/11/2024","4/11/2024","4/12/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","1","$0.20","($20.03)"
"4/10/2024","4/10/2024","4/11/2024","","ACH Deposit","ACH","","","$1,000.00"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","33","$0.05","$163.91"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","167","$0.05","$829.51"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","4","$0.11","($44.12)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","4","$0.11","($44.12)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","1","$0.10","$9.95"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","7","$0.10","$69.76"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","7","$0.16","($112.21)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","7","$0.16","($112.21)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","2","$0.16","($32.06)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","39","$0.16","($625.17)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","18","$0.16","($288.54)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","18","$0.16","($288.54)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","23","$0.16","($368.69)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","20","$0.16","($320.60)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","1","$0.16","($16.03)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","65","$0.17","($1,106.95)"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","17","$0.26","$441.43"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","111","$0.26","$2,882.33"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","1","$0.27","$26.95"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","4","$0.27","$107.86"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","2","$0.27","$53.92"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","1","$0.27","$26.95"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","13","$0.27","$350.56"
"4/10/2024","4/10/2024","4/11/2024","ALB","ALB 4/12/2024 Call $138.00","STC","1","$0.27","$26.95"
"4/9/2024","4/9/2024","4/10/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","50","$0.23","($1,151.50)"
"4/9/2024","4/9/2024","4/10/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","99","$0.35","($3,467.97)"
"4/9/2024","4/9/2024","4/10/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","1","$0.34","($34.03)"
"4/9/2024","4/9/2024","4/10/2024","NFLX","NFLX 4/12/2024 Put $600.00","STC","2","$2.25","$449.92"
"4/9/2024","4/9/2024","4/10/2024","NFLX","NFLX 4/12/2024 Put $600.00","BTO","2","$1.20","($240.06)"
"4/9/2024","4/9/2024","4/10/2024","","ACH Withdrawal","ACH","","","($800.00)"
"4/9/2024","4/9/2024","4/10/2024","RH","RH 4/12/2024 Call $290.00","STC","4","$4.07","$1,627.85"
"4/9/2024","4/9/2024","4/10/2024","RH","RH 4/12/2024 Call $290.00","STC","3","$4.07","$1,220.89"
"4/9/2024","4/9/2024","4/10/2024","RH","RH 4/12/2024 Call $290.00","STC","3","$4.07","$1,220.89"
"4/9/2024","4/9/2024","4/10/2024","RH","RH 4/12/2024 Call $290.00","BTO","5","$2.96","($1,480.15)"
"4/9/2024","4/9/2024","4/10/2024","RH","RH 4/12/2024 Call $290.00","BTO","5","$2.96","($1,480.15)"
"4/9/2024","4/9/2024","4/10/2024","ALB","ALB 4/12/2024 Call $138.00","STC","30","$0.80","$2,399.00"
"4/8/2024","4/8/2024","4/9/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","9","$1.19","($1,071.27)"
"4/8/2024","4/8/2024","4/9/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","5","$1.19","($595.15)"
"4/8/2024","4/8/2024","4/9/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","10","$0.41","($410.30)"
"4/8/2024","4/8/2024","4/9/2024","ALB","ALB 4/12/2024 Call $138.00","BTO","6","$0.25","($150.18)"
"4/5/2024","4/5/2024","4/8/2024","NVDA","Option Expiration for NVDA 4/5/2024 Call $900.00","OEXP","1S","",""
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","5","$0.08","$39.83"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","2","$0.08","$15.92"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","1","$0.08","$7.95"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","1","$0.08","$7.95"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","2","$0.08","$15.92"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","5","$0.08","$39.83"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","1","$0.08","$7.95"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","2","$0.08","$15.92"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","1","$0.08","$7.95"
"4/5/2024","4/5/2024","4/8/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","20","$0.24","($480.60)"
"4/4/2024","4/4/2024","4/5/2024","NVDA","NVDA 4/5/2024 Call $900.00","BTO","1","$1.02","($102.03)"
"4/4/2024","4/4/2024","4/5/2024","","ACH Withdrawal","ACH","","","($1,000.00)"
"4/4/2024","4/4/2024","4/5/2024","NVDA","NVDA 4/5/2024 Put $875.00","STC","1","$5.00","$499.95"
"4/4/2024","4/4/2024","4/5/2024","NVDA","NVDA 4/5/2024 Put $875.00","BTO","1","$1.90","($190.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","2","$0.80","$159.92"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","2","$0.80","$159.92"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","1","$0.80","$79.95"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","2","$0.82","$163.92"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","5","$0.80","$399.83"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","9","$0.82","$737.69"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","9","$0.82","$737.69"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","8","$0.82","$655.73"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","1","$0.82","$81.95"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","STC","1","$0.82","$81.95"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","3","$0.58","($174.09)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","4","$0.57","($228.12)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","2","$0.57","($114.06)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","2","$0.57","($114.06)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","2","$0.57","($114.06)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","2","$0.57","($114.06)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","16","$0.58","($928.48)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","FSLR","FSLR 4/5/2024 Call $180.00","BTO","1","$0.58","($58.03)"
"4/4/2024","4/4/2024","4/5/2024","","ACH Withdrawal","ACH","","","($20,000.00)"
"4/4/2024","4/4/2024","4/5/2024","META","META 4/5/2024 Call $520.00","STC","4","$6.00","$2,399.85"
"4/4/2024","4/4/2024","4/5/2024","META","META 4/5/2024 Call $520.00","BTO","4","$5.00","($2,000.12)"
"4/4/2024","4/4/2024","4/5/2024","META","META 4/5/2024 Call $517.50","STC","20","$5.39","$10,779.25"
"4/4/2024","4/4/2024","4/5/2024","META","META 4/5/2024 Call $517.50","STC","10","$5.39","$5,389.62"
"4/4/2024","4/4/2024","4/5/2024","META","META 4/5/2024 Call $517.50","STC","10","$5.43","$5,429.62"
"4/4/2024","4/4/2024","4/5/2024","META","META 4/5/2024 Call $517.50","STC","10","$5.43","$5,429.62"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.09","($109.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","5","$1.09","($545.15)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","3","$1.09","($327.09)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.09","($109.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","40","$1.50","($6,001.20)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","40","$1.40","$5,598.64"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","20","$1.19","($2,380.60)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","20","$1.19","($2,380.60)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","2","$1.05","$209.92"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","4","$1.05","$419.86"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","5","$1.05","$524.83"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","3","$1.05","$314.89"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","4","$1.05","$419.86"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$1.05","$104.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","9","$1.05","$944.69"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","5","$1.05","$524.83"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","3","$1.02","($306.09)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.02","($102.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","4","$1.02","($408.12)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","6","$1.01","($606.18)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.01","($101.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","5","$1.01","($505.15)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.14","($114.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","4","$1.14","($456.12)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","4","$1.14","($456.12)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","11","$1.14","($1,254.33)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","3","$0.96","$287.89"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","1","$0.96","$95.95"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","4","$0.96","$383.86"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","12","$0.96","$1,151.60"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","4","$1.13","($452.12)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","4","$1.13","($452.12)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","4","$1.13","($452.12)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.15","($115.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.15","($115.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","1","$1.15","($115.03)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","BTO","5","$1.15","($575.15)"
"4/3/2024","4/3/2024","4/4/2024","META","META 4/5/2024 Call $517.50","STC","28","$1.00","$2,799.05"
